,hour,day_of_year,month,ghi_w_per_m2,temp_celsius,humidity_percent,wind_speed_ms
2024-03-01 16:00:00,16,61,3,334.26564774635074,15.15926463384315,44.35592357821035,3.1003489759898546
2024-03-01 17:00:00,17,61,3,150.32735663122594,13.526947920988665,43.447749927221885,3.737158828112549
2024-03-01 18:00:00,18,61,3,2.6892071058218214e-17,12.103590316065636,43.80610381151842,3.24074004748171
2024-03-01 19:00:00,19,61,3,0.0,10.048894444596291,45.7112263495425,2.692687999680547
2024-03-01 20:00:00,20,61,3,0.0,7.893838680940997,48.0905065208873,2.8258206661515484
2024-03-01 21:00:00,21,61,3,0.0,5.808847207608044,51.71671501704524,3.391148675127294
2024-03-01 22:00:00,22,61,3,0.0,4.238150564944128,55.049185197172804,2.5325674416218753
2024-03-01 23:00:00,23,61,3,0.0,2.216249482808324,60.38478919947337,3.3337675469184918
2024-03-02 00:00:00,0,62,3,0.0,1.0410825977519758,64.38167952128887,3.5128340066336166
2024-03-02 01:00:00,1,62,3,0.0,0.39843973299594143,68.34788468780901,4.065326455215171
2024-03-02 02:00:00,2,62,3,0.0,0.0560118350936788,72.31488047063944,3.213658765455198
2024-03-02 03:00:00,3,62,3,0.0,0.06284875117917699,75.10296459329403,3.5584724697751264
2024-03-02 04:00:00,4,62,3,0.0,1.0247435037548427,77.73085313168772,3.3330925866823824
2024-03-02 05:00:00,5,62,3,0.0,2.076127104454601,78.749271361931,3.6063842358492355
2024-03-02 06:00:00,6,62,3,2.1512333156755882e-17,3.7313897707026356,78.00364684510743,3.714813948223886
2024-03-02 07:00:00,7,62,3,151.36218439950517,6.102070401245791,75.97598072029719,2.4709815935041717
2024-03-02 08:00:00,8,62,3,329.49274829871274,7.901146890429361,74.17187977501703,2.7946307917895568
2024-03-02 09:00:00,9,62,3,503.3209087002622,9.947875224485673,70.70652681177775,3.3753962427524047
2024-03-02 10:00:00,10,62,3,638.9358318099418,11.80920037983511,66.78024186272425,3.55279118749233
2024-03-02 11:00:00,11,62,3,546.5702255540547,13.730806060340306,61.61282228766105,3.8701385508507973
2024-03-02 12:00:00,12,62,3,544.0694950930038,14.947764934665996,57.16433153118385,3.0999793626085816
2024-03-02 13:00:00,13,62,3,319.9403017338841,15.696617110483336,53.382574457529074,3.7112631844374007
2024-03-02 14:00:00,14,62,3,248.2592821734047,16.169419849891398,49.703890959613304,2.858777414291935
2024-03-02 15:00:00,15,62,3,501.0773793471587,15.72914472820842,46.47691377239863,3.531627071055791
2024-03-02 16:00:00,16,62,3,329.76951378882495,15.122518258911672,43.99927205647806,3.171481591460415
2024-03-02 17:00:00,17,62,3,63.440758387834634,13.636128421675469,43.96809623924597,2.720580327178178
2024-03-02 18:00:00,18,62,3,1.4779619750627476e-17,12.014940957383761,43.54079982373038,3.886637608394816
2024-03-02 19:00:00,19,62,3,0.0,9.891743259228729,45.43986443441402,2.9879157740264373
2024-03-02 20:00:00,20,62,3,0.0,8.124289611705407,47.856871109314014,3.440675729316981
2024-03-02 21:00:00,21,62,3,0.0,5.93136256769062,51.585824291299254,2.751038516159031
2024-03-02 22:00:00,22,62,3,0.0,3.8884618960737853,55.66083392585625,3.0886235616776037
2024-03-02 23:00:00,23,62,3,0.0,2.4437823319142553,60.01467523369654,3.4796423153733023
2024-03-03 00:00:00,0,63,3,0.0,1.0815435105775837,63.9884975973151,3.103020375546658
2024-03-03 01:00:00,1,63,3,0.0,0.006694145440297394,69.22666917759408,3.7204297552951155
2024-03-03 02:00:00,2,63,3,0.0,-0.17750442747757506,72.56498137142215,2.6894322850809522
2024-03-03 03:00:00,3,63,3,0.0,0.4219756743097851,75.0051322671635,3.6443380150930245
2024-03-03 04:00:00,4,63,3,0.0,0.821517497112547,77.74399911938163,2.5746112413687183
2024-03-03 05:00:00,5,63,3,0.0,2.527884890621064,77.84469900747791,2.981191702232854
2024-03-03 06:00:00,6,63,3,2.651979299703189e-17,3.7895992584587472,78.60255920253067,2.8016320026925183
2024-03-03 07:00:00,7,63,3,150.3185390841323,6.0754788335685905,76.49183173031852,2.9705702915225634
2024-03-03 08:00:00,8,63,3,121.95896580223733,7.95231929650668,74.41392992679359,2.777144743555641
2024-03-03 09:00:00,9,63,3,245.7494365715593,10.011679022168693,70.61546808397219,2.8323347187330383
2024-03-03 10:00:00,10,63,3,567.0162931328255,11.83556780003754,66.60092016740109,3.574148631680398
2024-03-03 11:00:00,11,63,3,723.7836464204457,13.600317128882649,62.14319750699053,3.9048278491604838
2024-03-03 12:00:00,12,63,3,605.4522420724076,14.890789696102209,57.314172481792106,4.009668021450742
2024-03-03 13:00:00,13,63,3,734.9553519159876,15.482755403218206,53.42409729387282,3.544651416124837
2024-03-03 14:00:00,14,63,3,227.60845034077022,16.063249648695393,49.95547067077648,3.47449345266425
2024-03-03 15:00:00,15,63,3,502.18719968576664,15.909552678427511,46.36724992768882,2.9788472915619715
2024-03-03 16:00:00,16,63,3,132.29511411128834,15.10776954708578,44.067123731102136,3.4042614787214163
2024-03-03 17:00:00,17,63,3,150.61467786315617,13.560866990703103,43.528073220675346,3.9253877431482707
2024-03-03 18:00:00,18,63,3,2.6463041979045802e-17,11.77301841389688,44.27984614467952,2.636191718712729
2024-03-03 19:00:00,19,63,3,0.0,9.897718377943345,45.991612824789804,3.6604214755797706
2024-03-03 20:00:00,20,63,3,0.0,7.694733265728691,48.49195105733571,2.739114961575548
2024-03-03 21:00:00,21,63,3,0.0,6.114396104960052,51.682879561518384,3.527900428169204
2024-03-03 22:00:00,22,63,3,0.0,4.027489793299957,55.544905971737236,3.472358611789891
2024-03-03 23:00:00,23,63,3,0.0,2.1929272143751803,60.0399641862736,3.146357760867739
2024-03-04 00:00:00,0,64,3,0.0,0.7842025534650292,64.45158604347405,2.9923732192185795
2024-03-04 01:00:00,1,64,3,0.0,0.2779651035447454,68.87427412931557,2.8353393628566184
2024-03-04 02:00:00,2,64,3,0.0,-0.2918087739913333,72.59945180548318,2.9208016259363343
2024-03-04 03:00:00,3,64,3,0.0,0.25414523780589976,75.19079228787182,2.995905877955656
2024-03-04 04:00:00,4,64,3,0.0,0.7805922694531796,77.65274488653613,2.642405609078312
2024-03-04 05:00:00,5,64,3,0.0,2.215854044698215,78.14982147048742,3.6581331843046896
2024-03-04 06:00:00,6,64,3,9.720312829835247e-18,3.924091680801729,78.12290093665527,2.690981148547282
2024-03-04 07:00:00,7,64,3,151.35410818044176,5.8404158595187265,76.28667343299131,3.9383543466008533
2024-03-04 08:00:00,8,64,3,334.4177458167216,7.8349240210265325,74.35413281860065,2.948313354580056
2024-03-04 09:00:00,9,64,3,100.06607365529001,10.19763013679073,70.85750587735392,3.1734048472971534
2024-03-04 10:00:00,10,64,3,635.4370660727552,12.0254788584832,66.0634528571072,3.7264962146449547
2024-03-04 11:00:00,11,64,3,220.76873767530086,13.633540580058716,62.37192177087262,3.0043260304192323
2024-03-04 12:00:00,12,64,3,393.985791705156,14.80912257906989,57.11069263360711,2.6705585971306274
2024-03-04 13:00:00,13,64,3,129.0516951120612,15.675638133198989,53.581312534877895,3.5397844646724006
2024-03-04 14:00:00,14,64,3,271.0349317993772,16.14117152104866,49.91039262438968,3.5448785666803095
2024-03-04 15:00:00,15,64,3,410.96992658695,15.400137895005223,46.90294202877052,3.1027375194787536
2024-03-04 16:00:00,16,64,3,329.1202093854156,14.94389658542016,44.26949855247205,3.235122557922265
2024-03-04 17:00:00,17,64,3,90.89070259537893,13.375114407474996,43.40551203217775,3.4963856606569026
2024-03-04 18:00:00,18,64,3,2.6598818036884767e-17,12.139078125262015,43.9878925761399,3.7913260577924195
2024-03-04 19:00:00,19,64,3,0.0,9.904951984201691,45.32938436514475,3.481461630674677
2024-03-04 20:00:00,20,64,3,0.0,7.824322963069704,48.15718660474027,2.7397848863036547
2024-03-04 21:00:00,21,64,3,0.0,5.872638181221205,51.94368545713679,4.048849424562182
2024-03-04 22:00:00,22,64,3,0.0,3.994969601138322,55.226397356417216,2.4360874940322996
2024-03-04 23:00:00,23,64,3,0.0,2.1869523892307243,60.239964710108296,3.645655070455573
2024-03-05 00:00:00,0,65,3,0.0,0.9904923329012961,64.48412543721142,2.4789857033352467
2024-03-05 01:00:00,1,65,3,0.0,0.19978256695200136,69.15248245344138,2.805281777799912
2024-03-05 02:00:00,2,65,3,0.0,-0.2602260618457366,72.24022468309947,3.392133867248752
2024-03-05 03:00:00,3,65,3,0.0,0.17890827050101643,75.66089368314901,3.3686550798305457
2024-03-05 04:00:00,4,65,3,0.0,1.0834921958736148,77.54813311402826,2.649959120684607
2024-03-05 05:00:00,5,65,3,0.0,2.120413919098813,78.89179063640347,3.74889788677265
2024-03-05 06:00:00,6,65,3,2.6607538361344014e-17,3.6905274112773907,78.34460388265498,3.0060969358240284
2024-03-05 07:00:00,7,65,3,70.65312502074072,5.845532155223705,76.4200233523737,3.0637098583754097
2024-03-05 08:00:00,8,65,3,207.38780151072393,8.085079258969191,73.94567700260326,3.9531306754590827
2024-03-05 09:00:00,9,65,3,500.6318683448443,9.933739781959108,70.37053506257212,3.5105349599958933
2024-03-05 10:00:00,10,65,3,431.3432727786647,11.790960764955374,66.37710850072503,3.5990916110406146
2024-03-05 11:00:00,11,65,3,563.1919979713966,13.54021611461295,61.843244476802106,3.6844785807504277
2024-03-05 12:00:00,12,65,3,763.6744060313825,14.636246806574475,57.68577986163358,3.008255231017018
2024-03-05 13:00:00,13,65,3,723.6752126641012,15.642647784564067,53.092007581166015,2.5288390113093087
2024-03-05 14:00:00,14,65,3,637.3080709421703,16.003000461936434,49.548716832286736,3.1599538335970587
2024-03-05 15:00:00,15,65,3,320.11150384135584,15.7653582011119,46.178570688423854,2.808428306790084
2024-03-05 16:00:00,16,65,3,146.56455474494254,14.768746893611306,44.88441387929604,3.5383569961700094
2024-03-05 17:00:00,17,65,3,19.3870087177313,13.427664176817823,43.52206015696272,3.8266805017397703
2024-03-05 18:00:00,18,65,3,2.67770243501197e-17,12.020010031091948,43.82617241170907,3.554897489530113
2024-03-05 19:00:00,19,65,3,0.0,9.977110736931511,45.32542541476442,3.9341588622539705
2024-03-05 20:00:00,20,65,3,0.0,7.950694897117394,47.56084595535568,2.96259318909996
2024-03-05 21:00:00,21,65,3,0.0,5.787334831217349,51.20366888711626,3.552955422649061
2024-03-05 22:00:00,22,65,3,0.0,4.026233270427273,55.33696743853451,2.5441745672100895
2024-03-05 23:00:00,23,65,3,0.0,2.2223384537947655,59.74308863825339,3.286493737018207
2024-03-06 00:00:00,0,66,3,0.0,0.8524495081104676,64.79857065825955,2.833342693840055
2024-03-06 01:00:00,1,66,3,0.0,0.13655671114251844,69.28344677671325,2.607240279532443
2024-03-06 02:00:00,2,66,3,0.0,0.01736124261152705,72.59741814215994,3.4453911773084758
2024-03-06 03:00:00,3,66,3,0.0,-0.12367581886310325,75.72128835428896,3.681894835681334
2024-03-06 04:00:00,4,66,3,0.0,0.8526067376341209,77.44091450855464,4.039252897545657
2024-03-06 05:00:00,5,66,3,0.0,2.2025742902892715,78.70126858957762,3.2106381605630765
2024-03-06 06:00:00,6,66,3,2.6631159588070522e-17,3.7195490065802805,77.77496484714915,3.1333393853497764
2024-03-06 07:00:00,7,66,3,150.96724653383677,5.555947382151128,77.16706496149116,3.2870552673490296
2024-03-06 08:00:00,8,66,3,330.2272903828177,7.6055955184465835,73.81991541826643,3.9266950189226155
2024-03-06 09:00:00,9,66,3,505.89471529446104,9.69796113488383,70.91828918470125,3.5371175680697653
2024-03-06 10:00:00,10,66,3,119.07085064600912,11.730970806064326,67.01614725612446,3.1885995023397005
2024-03-06 11:00:00,11,66,3,128.11205815931783,13.357614705131358,62.63150595904407,3.6146990037709545
2024-03-06 12:00:00,12,66,3,754.3374673638915,14.94153913737149,57.71528856064801,3.7976328855351036
2024-03-06 13:00:00,13,66,3,722.2567905720059,15.379825027354887,53.77828826183384,2.520196383732041
2024-03-06 14:00:00,14,66,3,641.4551360829822,15.9365041877167,49.82395752127043,2.776818723718495
2024-03-06 15:00:00,15,66,3,497.76818492607623,15.40110172236402,46.444843276533106,2.968736890089974
2024-03-06 16:00:00,16,66,3,329.87839014632993,14.896414741728245,44.83258239848822,3.5009021003584517
2024-03-06 17:00:00,17,66,3,133.5136626706693,13.36052580967084,43.78859511643414,3.9621328879135866
2024-03-06 18:00:00,18,66,3,2.6615302818208222e-17,11.797261005290995,44.10894140618646,3.4053048245681934
2024-03-06 19:00:00,19,66,3,0.0,9.715889826269189,45.153440256884316,2.9990195730532934
2024-03-06 20:00:00,20,66,3,0.0,8.073196210018887,47.78674389506313,3.131730291799705
2024-03-06 21:00:00,21,66,3,0.0,5.777248106012585,51.809366104040265,3.0421023398547704
2024-03-06 22:00:00,22,66,3,0.0,4.002220920993216,55.429095494172834,2.7901823434877073
2024-03-06 23:00:00,23,66,3,0.0,2.427070353174903,59.586725407365066,3.9250828536186435
2024-03-07 00:00:00,0,67,3,0.0,0.7605419378490736,64.75391920206414,2.594372305681597
2024-03-07 01:00:00,1,67,3,0.0,-0.05056289524244162,69.23973785953686,3.507743116586803
2024-03-07 02:00:00,2,67,3,0.0,-0.26533438719017477,72.87266410107048,2.5601850986875925
2024-03-07 03:00:00,3,67,3,0.0,-0.0017265990629189432,76.10183679907739,2.9494294885479744
2024-03-07 04:00:00,4,67,3,0.0,1.064054384130224,77.00194774032337,3.467857750552727
2024-03-07 05:00:00,5,67,3,0.0,2.1235050934995967,78.78910382417028,3.0151535998742456
2024-03-07 06:00:00,6,67,3,2.6707321582947914e-17,3.808414934142976,78.14551043554576,3.246884542440337
2024-03-07 07:00:00,7,67,3,23.58983581882784,5.559696670362493,77.00623005647401,2.6322669471114173
2024-03-07 08:00:00,8,67,3,330.5480244791484,7.634888940009039,74.3124653687396,3.6982978664791513
2024-03-07 09:00:00,9,67,3,501.6529087295018,9.794070755305897,70.64922162558435,3.3660212948091135
2024-03-07 10:00:00,10,67,3,297.485864456008,11.817983502764056,67.04573914575886,2.726704669841014
2024-03-07 11:00:00,11,67,3,727.6883070484365,13.288370041284669,62.57046455974784,3.3432231792784854
2024-03-07 12:00:00,12,67,3,518.9979943484522,14.73664103121952,57.76816162707104,2.6125203267689536
2024-03-07 13:00:00,13,67,3,726.4453812071362,15.770781439822802,52.74685910553988,2.8222713143308598
2024-03-07 14:00:00,14,67,3,633.8491898342646,15.90454616506169,49.26453051072904,3.73579492869279
2024-03-07 15:00:00,15,67,3,505.7974869185722,15.50805911576312,46.49569979980159,3.234097965978204
2024-03-07 16:00:00,16,67,3,128.704245278182,14.550776536736445,44.93583798374397,2.7604137869692154
2024-03-07 17:00:00,17,67,3,64.6913882538856,13.459296749024375,43.53190580092981,2.5523466349973636
2024-03-07 18:00:00,18,67,3,2.6560568936871965e-17,11.622558314260308,43.8247300546884,3.4300678288364264
2024-03-07 19:00:00,19,67,3,0.0,9.847421133258086,45.51448265101216,3.6255116964010803
2024-03-07 20:00:00,20,67,3,0.0,7.779942408467788,48.36989713308712,2.565664614778733
2024-03-07 21:00:00,21,67,3,0.0,5.5217529648338495,51.6746204900997,3.7275710985013646
2024-03-07 22:00:00,22,67,3,0.0,3.7495971536616834,55.278918495507305,3.0953935318836403
2024-03-07 23:00:00,23,67,3,0.0,2.3937341985033873,59.853340246769974,2.8453409167787145
2024-03-08 00:00:00,0,68,3,0.0,0.8491321451845817,64.5678997432641,3.1032396701228535
2024-03-08 01:00:00,1,68,3,0.0,0.19310222626460632,68.39180579871156,4.032408411098537
2024-03-08 02:00:00,2,68,3,0.0,-0.34879055827763344,73.03508413018926,3.127827571655122
2024-03-08 03:00:00,3,68,3,0.0,-0.06461853735475331,75.62254896438178,3.353415380338532
2024-03-08 04:00:00,4,68,3,0.0,0.9783250904685382,77.69915204705244,2.7024784451065034
2024-03-08 05:00:00,5,68,3,0.0,1.975479629880924,78.46500243564063,3.5827350374893943
2024-03-08 06:00:00,6,68,3,1.7228893976812742e-17,3.531426415708719,78.00732987821596,3.745516260223067
2024-03-08 07:00:00,7,68,3,114.46183228588865,5.607904083995651,76.21035242877508,2.8175604901384173
2024-03-08 08:00:00,8,68,3,184.08134355084405,7.916489161349956,74.22636287688825,3.384283473051868
2024-03-08 09:00:00,9,68,3,322.7890773526712,9.92598219153986,71.0792150843839,3.8054528217278683
2024-03-08 10:00:00,10,68,3,242.88021262444303,11.741138173894903,66.65734036599083,3.617073586412273
2024-03-08 11:00:00,11,68,3,609.9507045618176,13.363947406678488,62.01610922238058,3.818047936709242
2024-03-08 12:00:00,12,68,3,447.2585326452565,14.91799600316001,57.68836118565984,4.008969057054094
2024-03-08 13:00:00,13,68,3,725.4149627188004,15.719268377768717,53.05414322829046,2.7428721412127857
2024-03-08 14:00:00,14,68,3,638.8708172192488,15.852166203016932,49.59721713073826,2.821825284614641
2024-03-08 15:00:00,15,68,3,100.83777029508624,15.32382073668754,47.03894343717303,2.80792577344646
2024-03-08 16:00:00,16,68,3,207.04894597342803,14.843161284494085,44.50226070188223,2.976180377686404
2024-03-08 17:00:00,17,68,3,46.72158803769482,13.419918056825622,43.51979249313455,3.2551328846649574
2024-03-08 18:00:00,18,68,3,2.634365549138375e-17,11.671284039782071,43.96733882110759,3.1949364468487946
2024-03-08 19:00:00,19,68,3,0.0,9.903928241811162,45.47150096165863,3.549334474898742
2024-03-08 20:00:00,20,68,3,0.0,7.630598230351582,47.88588479586081,3.261336633310067
2024-03-08 21:00:00,21,68,3,0.0,5.665467459710949,51.074121672416894,3.4578756087416505
2024-03-08 22:00:00,22,68,3,0.0,3.9551966187853074,55.5467226685504,3.8587755275770403
2024-03-08 23:00:00,23,68,3,0.0,2.1269787819165575,60.35503980178754,3.4950405668356193
2024-03-09 00:00:00,0,69,3,0.0,0.6187289468627406,64.50685157535176,2.786622903932654
2024-03-09 01:00:00,1,69,3,0.0,0.27089199688054116,68.36134787588838,2.7198404736369035
2024-03-09 02:00:00,2,69,3,0.0,-0.4890185072279702,73.070184283748,2.624945463185708
2024-03-09 03:00:00,3,69,3,0.0,0.1788790994092725,75.302841794389,3.5586258082280753
2024-03-09 04:00:00,4,69,3,0.0,0.6639550704919257,77.81649626006744,3.2556957951928958
2024-03-09 05:00:00,5,69,3,0.0,1.994025439307277,78.26454033773987,2.910438324802233
2024-03-09 06:00:00,6,69,3,2.643713194547122e-17,3.73353570638418,78.51035294942996,3.5181518104864145
2024-03-09 07:00:00,7,69,3,125.44629768410194,5.761603554955899,76.28193905163384,3.524400066144524
2024-03-09 08:00:00,8,69,3,74.561631622463,7.820971971051465,74.29640941342814,3.803109598831276
2024-03-09 09:00:00,9,69,3,496.780221656615,9.633489828141412,70.36385751638434,3.936216300743239
2024-03-09 10:00:00,10,69,3,333.6036452962517,11.784913502206098,66.23479030117248,3.739124955404011
2024-03-09 11:00:00,11,69,3,93.69349724698156,13.243877006271791,62.68335462403143,2.6416713486720247
2024-03-09 12:00:00,12,69,3,450.0283011304332,14.81760353523123,57.41111747513555,2.9551521681605912
2024-03-09 13:00:00,13,69,3,722.5410906103218,15.45108047562023,53.54192355994787,3.8490533293525435
2024-03-09 14:00:00,14,69,3,187.78387563735086,15.844331388311849,49.19986702660228,3.2776510843475113
2024-03-09 15:00:00,15,69,3,501.3898431638166,15.475156793433875,46.50429318659454,2.756611656023016
2024-03-09 16:00:00,16,69,3,197.5106330042187,14.878383493006622,45.06674798162546,3.1321403736521063
2024-03-09 17:00:00,17,69,3,24.37291997999714,13.247508915543468,43.66306236142901,3.51001397530865
2024-03-09 18:00:00,18,69,3,2.6416329160523195e-17,11.605633314700441,44.630748990030305,3.570818347244831
2024-03-09 19:00:00,19,69,3,0.0,9.731003024500872,45.89772421242764,3.6161378839896066
2024-03-09 20:00:00,20,69,3,0.0,7.877397028730764,48.505273953536616,3.624861135265618
2024-03-09 21:00:00,21,69,3,0.0,5.653425287727867,51.6008493122827,2.9971552803942405
2024-03-09 22:00:00,22,69,3,0.0,3.6338381049862774,55.54330724190325,3.808488622473766
2024-03-09 23:00:00,23,69,3,0.0,2.1656155053315524,60.141200530664115,2.9037936523491856
2024-03-10 00:00:00,0,70,3,0.0,0.7525839502941603,64.58866551656409,2.7004070678052976
2024-03-10 01:00:00,1,70,3,0.0,0.22898888016460933,68.51335942566317,3.9546286815648184
2024-03-10 02:00:00,2,70,3,0.0,-0.13337434452391056,72.30298775544136,2.4519322836238935
2024-03-10 03:00:00,3,70,3,0.0,-0.11664996780321568,75.94824553355836,3.681170849140081
2024-03-10 04:00:00,4,70,3,0.0,0.6083243686947951,78.04094863461678,3.9532070278781926
2024-03-10 05:00:00,5,70,3,0.0,1.943313469975127,78.68562819936497,3.464303558765119
2024-03-10 06:00:00,6,70,3,2.6675716492348887e-17,3.8591141218406477,78.51397713879201,2.5106901550504235
2024-03-10 07:00:00,7,70,3,151.29519077623175,5.817605904704365,76.22720426955149,3.500858605088139
2024-03-10 08:00:00,8,70,3,149.78542850973037,7.59871028658118,73.91396330378699,2.767709784685494
2024-03-10 09:00:00,9,70,3,501.2766624291775,9.561125601322559,70.90386413402862,2.9842084538600884
2024-03-10 10:00:00,10,70,3,233.97056797208538,11.80542909661053,66.64237626531168,2.8637143752016287
2024-03-10 11:00:00,11,70,3,586.2603452340106,13.277755652736856,62.284444485672736,2.7188326874241846
2024-03-10 12:00:00,12,70,3,755.2029073807417,14.75553390362571,57.45772924895172,2.874171536046257
2024-03-10 13:00:00,13,70,3,232.6631453105801,15.477262799987706,53.750941889803315,2.613639556245412
2024-03-10 14:00:00,14,70,3,197.6510426587061,15.680380032689738,49.70597068638327,2.6039788948964393
2024-03-10 15:00:00,15,70,3,94.60777773441775,15.195287582650433,46.829472100126395,2.5527236509165325
2024-03-10 16:00:00,16,70,3,332.449492456159,14.641988245812348,44.255904779103986,4.006859803037277
2024-03-10 17:00:00,17,70,3,148.79884423128584,13.22253111700784,43.96219241421762,3.250888512307048
2024-03-10 18:00:00,18,70,3,2.6707001485973165e-17,11.922754527256183,43.93200812094606,2.6956127664627414
2024-03-10 19:00:00,19,70,3,0.0,9.888177218774066,45.157480974505894,3.3303548033688335
2024-03-10 20:00:00,20,70,3,0.0,7.793636453772628,48.16499308825991,3.7131977133090013
2024-03-10 21:00:00,21,70,3,0.0,5.836929074326009,50.99691482167788,2.509065769422008
2024-03-10 22:00:00,22,70,3,0.0,3.5717264335722754,55.22481687316022,2.7214955814738713
2024-03-10 23:00:00,23,70,3,0.0,2.063799277085528,59.644274173785476,3.0143731446912923
2024-03-11 00:00:00,0,71,3,0.0,0.6155917962216346,65.1103267095675,2.578982711295235
2024-03-11 01:00:00,1,71,3,0.0,0.007480915182672909,68.68007033583892,2.8308037457984576
2024-03-11 02:00:00,2,71,3,0.0,-0.07144451105698751,72.6486057315875,3.2420543621336915
2024-03-11 03:00:00,3,71,3,0.0,-0.08063404200995261,75.76011854493966,3.759118367619097
2024-03-11 04:00:00,4,71,3,0.0,0.9713034594088772,77.24394367826089,3.768522312673574
2024-03-11 05:00:00,5,71,3,0.0,2.045602978654236,78.46329809999014,3.740127403231536
2024-03-11 06:00:00,6,71,3,2.6692696344384693e-17,3.645920412780066,78.3464227847379,3.4304766230343526
2024-03-11 07:00:00,7,71,3,148.79681216983704,5.7900107706504915,76.47286722442043,2.804753273827958
2024-03-11 08:00:00,8,71,3,330.0168684052827,7.565773337404319,74.65459290571458,2.5572317864436886
2024-03-11 09:00:00,9,71,3,187.50853272824313,9.807901298003488,70.90943476788777,3.424700305284284
2024-03-11 10:00:00,10,71,3,165.46126154509787,11.839041663538401,66.44826593203724,3.2889847561770775
2024-03-11 11:00:00,11,71,3,403.54749259367753,13.11895527334822,62.77238752398238,3.5042984250314415
2024-03-11 12:00:00,12,71,3,755.4020208642845,14.539444521581183,57.86160539579726,3.2793869624191
2024-03-11 13:00:00,13,71,3,87.78779507049818,15.31864226363176,53.55055708642971,3.839835700593199
2024-03-11 14:00:00,14,71,3,319.81532738855753,15.456503458222864,50.063879356754605,2.5626550310709746
2024-03-11 15:00:00,15,71,3,362.3659783704801,15.6046172551015,46.29574715859333,3.199134755761657
2024-03-11 16:00:00,16,71,3,330.45732678451105,14.659982992153857,44.66885520486479,2.9206173927348256
2024-03-11 17:00:00,17,71,3,148.3484472494634,13.153435008351819,44.24386192957763,2.6624560331750224
2024-03-11 18:00:00,18,71,3,1.4778294523560192e-17,11.474857015058102,44.0743457626212,3.7665482028471002
2024-03-11 19:00:00,19,71,3,0.0,9.560927766278216,45.430982845893546,3.929755843178836
2024-03-11 20:00:00,20,71,3,0.0,7.584039883459331,47.870105526446956,3.4039000140411737
2024-03-11 21:00:00,21,71,3,0.0,5.5281144883947455,51.86987712088892,2.9618375074833065
2024-03-11 22:00:00,22,71,3,0.0,3.7260320398194224,56.10386833643144,2.86238694325813
2024-03-11 23:00:00,23,71,3,0.0,1.9337379528302863,60.22109531942627,3.474776095867173
2024-03-12 00:00:00,0,72,3,0.0,0.47620477966319397,65.04424542780792,3.535124291708428
2024-03-12 01:00:00,1,72,3,0.0,-0.24762075430625824,69.02491421613621,3.163686878695525
2024-03-12 02:00:00,2,72,3,0.0,-0.12506097383609344,72.31986170431627,2.8820300656632356
2024-03-12 03:00:00,3,72,3,0.0,-0.09013685913203201,76.00218692702666,2.5012285501375366
2024-03-12 04:00:00,4,72,3,0.0,0.6956576942612944,77.79498047649962,3.07237787012668
2024-03-12 05:00:00,5,72,3,0.0,2.144840017277772,78.54092312589937,3.844642694205766
2024-03-12 06:00:00,6,72,3,2.6537549498819518e-17,3.5729134756391945,78.32021744273018,3.8838045956241114
2024-03-12 07:00:00,7,72,3,148.59477370064153,5.541109461614727,77.00605416545167,3.8307184734812774
2024-03-12 08:00:00,8,72,3,207.6481549902513,7.6108018450291715,74.34797465247694,2.6786265637078506
2024-03-12 09:00:00,9,72,3,258.15711563038974,9.686650285094942,70.64513952816442,3.8592047490504937
2024-03-12 10:00:00,10,72,3,643.4468027552657,11.499475315818612,67.15953390569844,3.7512654815001896
2024-03-12 11:00:00,11,72,3,723.3269110586997,13.295739768273764,61.81279192799321,3.1215011853967893
2024-03-12 12:00:00,12,72,3,758.4824637671155,14.446932060445477,57.310402531771466,3.7390058546231697
2024-03-12 13:00:00,13,72,3,727.5329221849938,15.34551377493235,53.26962323012747,2.6775234908326695
2024-03-12 14:00:00,14,72,3,643.0995398430916,15.899940681544155,49.86516133066545,3.8606443513527178
2024-03-12 15:00:00,15,72,3,326.7675478905166,15.366425412420787,46.980605211806754,3.5029435347459033
2024-03-12 16:00:00,16,72,3,333.1419616345381,14.552549531176787,44.27022373054927,3.8782312737334688
2024-03-12 17:00:00,17,72,3,34.41280151420512,13.346885700488492,43.859725527321544,3.900289862243908
2024-03-12 18:00:00,18,72,3,2.6303464537617425e-17,11.437494311933385,43.790455594440154,3.023979099664891
2024-03-12 19:00:00,19,72,3,0.0,9.660263823909307,45.26489731730998,3.0297055732189127
2024-03-12 20:00:00,20,72,3,0.0,7.483122528261732,47.98207646204617,3.133068918943727
2024-03-12 21:00:00,21,72,3,0.0,5.592304502074131,51.75368005383412,3.1613011941147215
2024-03-12 22:00:00,22,72,3,0.0,3.6597683824670106,55.7014137688437,2.899971270542306
2024-03-12 23:00:00,23,72,3,0.0,1.9746018826458367,60.51483706827271,3.165320392064049
2024-03-13 00:00:00,0,73,3,0.0,0.7934921036464028,64.24512017579872,3.249122262795411
2024-03-13 01:00:00,1,73,3,0.0,0.1156070819222555,68.913282370527,3.4327224784834853
2024-03-13 02:00:00,2,73,3,0.0,-0.6178237061145193,72.4260560891719,3.8667445771017435
2024-03-13 03:00:00,3,73,3,0.0,-0.21389292779904406,75.3704453965542,3.852632029749151
2024-03-13 04:00:00,4,73,3,0.0,0.48687366951544797,78.0095433119955,3.07893174241668
